,Year,Province,Gender,Cause of death,Total,lat,lng,Country
193921,2022,Alberta,Males,Assault (homicide) ,19.0,53.9333, -116.5765,Canada
193925,2022,Alberta,Males,Legal intervention ,0.0,53.9333, -116.5765,Canada
193929,2022,Alberta,Males,Operations of war and their sequelae ,0.0,53.9333, -116.5765,Canada
193933,2022,Alberta,Males,Complications of medical and surgical care ,18.0,53.9333, -116.5765,Canada
193937,2022,Alberta,Males,Other causes of death,3704.0,53.9333, -116.5765,Canada
193945,2022,Alberta,Females,Salmonella infections ,0.0,53.9333, -116.5765,Canada
193949,2022,Alberta,Females,Shigellosis and amoebiasis ,0.0,53.9333, -116.5765,Canada
193953,2022,Alberta,Females,Tuberculosis ,2.0,53.9333, -116.5765,Canada
193957,2022,Alberta,Females,Whooping cough ,0.0,53.9333, -116.5765,Canada
193961,2022,Alberta,Females,Scarlet fever and erysipelas ,0.0,53.9333, -116.5765,Canada
193965,2022,Alberta,Females,Meningococcal infection ,0.0,53.9333, -116.5765,Canada
193969,2022,Alberta,Females,Sepsis ,96.0,53.9333, -116.5765,Canada
193973,2022,Alberta,Females,Syphilis ,0.0,53.9333, -116.5765,Canada
193977,2022,Alberta,Females,Acute poliomyelitis ,0.0,53.9333, -116.5765,Canada
193981,2022,Alberta,Females,Arthropod-borne viral encephalitis ,0.0,53.9333, -116.5765,Canada
193985,2022,Alberta,Females,Measles ,0.0,53.9333, -116.5765,Canada
193989,2022,Alberta,Females,Viral hepatitis ,8.0,53.9333, -116.5765,Canada
193993,2022,Alberta,Females,Human immunodeficiency virus ,10.0,53.9333, -116.5765,Canada
193997,2022,Alberta,Females,Malaria ,0.0,53.9333, -116.5765,Canada
194001,2022,Alberta,Females,Malignant neoplasms ,3429.0,53.9333, -116.5765,Canada
194005,2022,Alberta,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",74.0,53.9333, -116.5765,Canada
194009,2022,Alberta,Females,Anaemias ,34.0,53.9333, -116.5765,Canada
194013,2022,Alberta,Females,Diabetes mellitus ,306.0,53.9333, -116.5765,Canada
194017,2022,Alberta,Females,Nutritional deficiencies ,15.0,53.9333, -116.5765,Canada
194021,2022,Alberta,Females,Meningitis ,4.0,53.9333, -116.5765,Canada
194025,2022,Alberta,Females,Parkinson's disease ,121.0,53.9333, -116.5765,Canada
194029,2022,Alberta,Females,Alzheimer's disease ,235.0,53.9333, -116.5765,Canada
194033,2022,Alberta,Females,Diseases of heart ,2758.0,53.9333, -116.5765,Canada
194037,2022,Alberta,Females,Essential hypertension and hypertensive renal disease ,176.0,53.9333, -116.5765,Canada
194041,2022,Alberta,Females,Cerebrovascular diseases ,708.0,53.9333, -116.5765,Canada
194045,2022,Alberta,Females,Atherosclerosis ,51.0,53.9333, -116.5765,Canada
194049,2022,Alberta,Females,Aortic aneurysm and dissection ,49.0,53.9333, -116.5765,Canada
194053,2022,Alberta,Females,Influenza and pneumonia ,286.0,53.9333, -116.5765,Canada
194057,2022,Alberta,Females,Acute bronchitis and bronchiolitis ,1.0,53.9333, -116.5765,Canada
194061,2022,Alberta,Females,Chronic lower respiratory diseases ,657.0,53.9333, -116.5765,Canada
194065,2022,Alberta,Females,Pneumoconioses and chemical effects ,1.0,53.9333, -116.5765,Canada
194069,2022,Alberta,Females,Pneumonitis due to solids and liquids ,87.0,53.9333, -116.5765,Canada
194073,2022,Alberta,Females,Peptic ulcer ,34.0,53.9333, -116.5765,Canada
194077,2022,Alberta,Females,Diseases of appendix ,1.0,53.9333, -116.5765,Canada
194081,2022,Alberta,Females,Hernia ,20.0,53.9333, -116.5765,Canada
194085,2022,Alberta,Females,Chronic liver disease and cirrhosis ,229.0,53.9333, -116.5765,Canada
194089,2022,Alberta,Females,Cholelithiasis and other disorders of gallbladder ,16.0,53.9333, -116.5765,Canada
194093,2022,Alberta,Females,"Nephritis, nephrotic syndrome and nephrosis ",170.0,53.9333, -116.5765,Canada
194097,2022,Alberta,Females,Infections of kidney ,9.0,53.9333, -116.5765,Canada
194101,2022,Alberta,Females,Inflammatory diseases of female pelvic organs ,5.0,53.9333, -116.5765,Canada
194105,2022,Alberta,Females,"Pregnancy, childbirth and the puerperium ",5.0,53.9333, -116.5765,Canada
194109,2022,Alberta,Females,Certain conditions originating in the perinatal period ,75.0,53.9333, -116.5765,Canada
194113,2022,Alberta,Females,"Congenital malformations, deformations and chromosomal abnormalities ",69.0,53.9333, -116.5765,Canada
194117,2022,Alberta,Females,COVID-19 ,731.0,53.9333, -116.5765,Canada
194121,2022,Alberta,Females,Accidents (unintentional injuries) ,748.0,53.9333, -116.5765,Canada
194125,2022,Alberta,Females,Intentional self-harm (suicide) ,118.0,53.9333, -116.5765,Canada
194129,2022,Alberta,Females,Assault (homicide) ,6.0,53.9333, -116.5765,Canada
194133,2022,Alberta,Females,Legal intervention ,0.0,53.9333, -116.5765,Canada
194137,2022,Alberta,Females,Operations of war and their sequelae ,0.0,53.9333, -116.5765,Canada
194141,2022,Alberta,Females,Complications of medical and surgical care ,14.0,53.9333, -116.5765,Canada
194145,2022,Alberta,Females,Other causes of death,3672.0,53.9333, -116.5765,Canada
194365,2022,British Columbia,Males,Salmonella infections ,0.0,53.7267, -127.6476,Canada
194369,2022,British Columbia,Males,Shigellosis and amoebiasis ,0.0,53.7267, -127.6476,Canada
194373,2022,British Columbia,Males,Tuberculosis ,9.0,53.7267, -127.6476,Canada
194377,2022,British Columbia,Males,Whooping cough ,0.0,53.7267, -127.6476,Canada
194381,2022,British Columbia,Males,Scarlet fever and erysipelas ,0.0,53.7267, -127.6476,Canada
194385,2022,British Columbia,Males,Meningococcal infection ,1.0,53.7267, -127.6476,Canada
194389,2022,British Columbia,Males,Sepsis ,105.0,53.7267, -127.6476,Canada
194393,2022,British Columbia,Males,Syphilis ,2.0,53.7267, -127.6476,Canada
194397,2022,British Columbia,Males,Acute poliomyelitis ,0.0,53.7267, -127.6476,Canada
194401,2022,British Columbia,Males,Arthropod-borne viral encephalitis ,0.0,53.7267, -127.6476,Canada
194405,2022,British Columbia,Males,Measles ,0.0,53.7267, -127.6476,Canada
194409,2022,British Columbia,Males,Viral hepatitis ,27.0,53.7267, -127.6476,Canada
194413,2022,British Columbia,Males,Human immunodeficiency virus ,10.0,53.7267, -127.6476,Canada
194417,2022,British Columbia,Males,Malaria ,0.0,53.7267, -127.6476,Canada
194421,2022,British Columbia,Males,Malignant neoplasms ,5914.0,53.7267, -127.6476,Canada
194425,2022,British Columbia,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",148.0,53.7267, -127.6476,Canada
194429,2022,British Columbia,Males,Anaemias ,32.0,53.7267, -127.6476,Canada
194433,2022,British Columbia,Males,Diabetes mellitus ,795.0,53.7267, -127.6476,Canada
194437,2022,British Columbia,Males,Nutritional deficiencies ,18.0,53.7267, -127.6476,Canada
194441,2022,British Columbia,Males,Meningitis ,10.0,53.7267, -127.6476,Canada
194445,2022,British Columbia,Males,Parkinson's disease ,365.0,53.7267, -127.6476,Canada
194449,2022,British Columbia,Males,Alzheimer's disease ,397.0,53.7267, -127.6476,Canada
194453,2022,British Columbia,Males,Diseases of heart ,4379.0,53.7267, -127.6476,Canada
194457,2022,British Columbia,Males,Essential hypertension and hypertensive renal disease ,189.0,53.7267, -127.6476,Canada
194461,2022,British Columbia,Males,Cerebrovascular diseases ,1087.0,53.7267, -127.6476,Canada
194465,2022,British Columbia,Males,Atherosclerosis ,14.0,53.7267, -127.6476,Canada
194469,2022,British Columbia,Males,Aortic aneurysm and dissection ,136.0,53.7267, -127.6476,Canada
194473,2022,British Columbia,Males,Influenza and pneumonia ,388.0,53.7267, -127.6476,Canada
194477,2022,British Columbia,Males,Acute bronchitis and bronchiolitis ,1.0,53.7267, -127.6476,Canada
194481,2022,British Columbia,Males,Chronic lower respiratory diseases ,911.0,53.7267, -127.6476,Canada
194485,2022,British Columbia,Males,Pneumoconioses and chemical effects ,9.0,53.7267, -127.6476,Canada
194489,2022,British Columbia,Males,Pneumonitis due to solids and liquids ,163.0,53.7267, -127.6476,Canada
194493,2022,British Columbia,Males,Peptic ulcer ,50.0,53.7267, -127.6476,Canada
194497,2022,British Columbia,Males,Diseases of appendix ,5.0,53.7267, -127.6476,Canada
194501,2022,British Columbia,Males,Hernia ,17.0,53.7267, -127.6476,Canada
194505,2022,British Columbia,Males,Chronic liver disease and cirrhosis ,442.0,53.7267, -127.6476,Canada
194509,2022,British Columbia,Males,Cholelithiasis and other disorders of gallbladder ,42.0,53.7267, -127.6476,Canada
194513,2022,British Columbia,Males,"Nephritis, nephrotic syndrome and nephrosis ",207.0,53.7267, -127.6476,Canada
194517,2022,British Columbia,Males,Infections of kidney ,10.0,53.7267, -127.6476,Canada
194521,2022,British Columbia,Males,Hyperplasia of prostate ,29.0,53.7267, -127.6476,Canada
194525,2022,British Columbia,Males,Certain conditions originating in the perinatal period ,43.0,53.7267, -127.6476,Canada
194529,2022,British Columbia,Males,"Congenital malformations, deformations and chromosomal abnormalities ",82.0,53.7267, -127.6476,Canada
194533,2022,British Columbia,Males,COVID-19 ,1264.0,53.7267, -127.6476,Canada
194537,2022,British Columbia,Males,Accidents (unintentional injuries) ,1724.0,53.7267, -127.6476,Canada
194541,2022,British Columbia,Males,Intentional self-harm (suicide) ,184.0,53.7267, -127.6476,Canada
194545,2022,British Columbia,Males,Assault (homicide) ,11.0,53.7267, -127.6476,Canada
194549,2022,British Columbia,Males,Legal intervention ,0.0,53.7267, -127.6476,Canada
194553,2022,British Columbia,Males,Operations of war and their sequelae ,0.0,53.7267, -127.6476,Canada
194557,2022,British Columbia,Males,Complications of medical and surgical care ,24.0,53.7267, -127.6476,Canada
194561,2022,British Columbia,Males,Other causes of death,5849.0,53.7267, -127.6476,Canada
194569,2022,British Columbia,Females,Salmonella infections ,1.0,53.7267, -127.6476,Canada
194573,2022,British Columbia,Females,Shigellosis and amoebiasis ,0.0,53.7267, -127.6476,Canada
194577,2022,British Columbia,Females,Tuberculosis ,7.0,53.7267, -127.6476,Canada
194581,2022,British Columbia,Females,Whooping cough ,0.0,53.7267, -127.6476,Canada
194585,2022,British Columbia,Females,Scarlet fever and erysipelas ,0.0,53.7267, -127.6476,Canada
194589,2022,British Columbia,Females,Meningococcal infection ,0.0,53.7267, -127.6476,Canada
194593,2022,British Columbia,Females,Sepsis ,92.0,53.7267, -127.6476,Canada
194597,2022,British Columbia,Females,Syphilis ,0.0,53.7267, -127.6476,Canada
194601,2022,British Columbia,Females,Acute poliomyelitis ,0.0,53.7267, -127.6476,Canada
194605,2022,British Columbia,Females,Arthropod-borne viral encephalitis ,0.0,53.7267, -127.6476,Canada
194609,2022,British Columbia,Females,Measles ,0.0,53.7267, -127.6476,Canada
194613,2022,British Columbia,Females,Viral hepatitis ,17.0,53.7267, -127.6476,Canada
194617,2022,British Columbia,Females,Human immunodeficiency virus ,3.0,53.7267, -127.6476,Canada
194621,2022,British Columbia,Females,Malaria ,0.0,53.7267, -127.6476,Canada
194625,2022,British Columbia,Females,Malignant neoplasms ,5118.0,53.7267, -127.6476,Canada
194629,2022,British Columbia,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",107.0,53.7267, -127.6476,Canada
194633,2022,British Columbia,Females,Anaemias ,36.0,53.7267, -127.6476,Canada
194637,2022,British Columbia,Females,Diabetes mellitus ,533.0,53.7267, -127.6476,Canada
194641,2022,British Columbia,Females,Nutritional deficiencies ,13.0,53.7267, -127.6476,Canada
194645,2022,British Columbia,Females,Meningitis ,2.0,53.7267, -127.6476,Canada
194649,2022,British Columbia,Females,Parkinson's disease ,220.0,53.7267, -127.6476,Canada
194653,2022,British Columbia,Females,Alzheimer's disease ,667.0,53.7267, -127.6476,Canada
194657,2022,British Columbia,Females,Diseases of heart ,3340.0,53.7267, -127.6476,Canada
194661,2022,British Columbia,Females,Essential hypertension and hypertensive renal disease ,301.0,53.7267, -127.6476,Canada
194665,2022,British Columbia,Females,Cerebrovascular diseases ,1177.0,53.7267, -127.6476,Canada
194669,2022,British Columbia,Females,Atherosclerosis ,20.0,53.7267, -127.6476,Canada
194673,2022,British Columbia,Females,Aortic aneurysm and dissection ,84.0,53.7267, -127.6476,Canada
194677,2022,British Columbia,Females,Influenza and pneumonia ,302.0,53.7267, -127.6476,Canada
194681,2022,British Columbia,Females,Acute bronchitis and bronchiolitis ,1.0,53.7267, -127.6476,Canada
194685,2022,British Columbia,Females,Chronic lower respiratory diseases ,818.0,53.7267, -127.6476,Canada
194689,2022,British Columbia,Females,Pneumoconioses and chemical effects ,0.0,53.7267, -127.6476,Canada
194693,2022,British Columbia,Females,Pneumonitis due to solids and liquids ,86.0,53.7267, -127.6476,Canada
194697,2022,British Columbia,Females,Peptic ulcer ,40.0,53.7267, -127.6476,Canada
194701,2022,British Columbia,Females,Diseases of appendix ,4.0,53.7267, -127.6476,Canada
194705,2022,British Columbia,Females,Hernia ,29.0,53.7267, -127.6476,Canada
194709,2022,British Columbia,Females,Chronic liver disease and cirrhosis ,259.0,53.7267, -127.6476,Canada
194713,2022,British Columbia,Females,Cholelithiasis and other disorders of gallbladder ,39.0,53.7267, -127.6476,Canada
194717,2022,British Columbia,Females,"Nephritis, nephrotic syndrome and nephrosis ",204.0,53.7267, -127.6476,Canada
194721,2022,British Columbia,Females,Infections of kidney ,11.0,53.7267, -127.6476,Canada
194725,2022,British Columbia,Females,Inflammatory diseases of female pelvic organs ,4.0,53.7267, -127.6476,Canada
194729,2022,British Columbia,Females,"Pregnancy, childbirth and the puerperium ",4.0,53.7267, -127.6476,Canada
194733,2022,British Columbia,Females,Certain conditions originating in the perinatal period ,57.0,53.7267, -127.6476,Canada
194737,2022,British Columbia,Females,"Congenital malformations, deformations and chromosomal abnormalities ",60.0,53.7267, -127.6476,Canada
194741,2022,British Columbia,Females,COVID-19 ,964.0,53.7267, -127.6476,Canada
194745,2022,British Columbia,Females,Accidents (unintentional injuries) ,691.0,53.7267, -127.6476,Canada
194749,2022,British Columbia,Females,Intentional self-harm (suicide) ,43.0,53.7267, -127.6476,Canada
194753,2022,British Columbia,Females,Assault (homicide) ,0.0,53.7267, -127.6476,Canada
194757,2022,British Columbia,Females,Legal intervention ,0.0,53.7267, -127.6476,Canada
194761,2022,British Columbia,Females,Operations of war and their sequelae ,0.0,53.7267, -127.6476,Canada
194765,2022,British Columbia,Females,Complications of medical and surgical care ,8.0,53.7267, -127.6476,Canada
194769,2022,British Columbia,Females,Other causes of death,5358.0,53.7267, -127.6476,Canada
194989,2022,Yukon,Males,Salmonella infections ,0.0,64.2823, -135.0000,Canada
194993,2022,Yukon,Males,Shigellosis and amoebiasis ,0.0,64.2823, -135.0000,Canada
194997,2022,Yukon,Males,Tuberculosis ,0.0,64.2823, -135.0000,Canada
195001,2022,Yukon,Males,Whooping cough ,0.0,64.2823, -135.0000,Canada
195005,2022,Yukon,Males,Scarlet fever and erysipelas ,0.0,64.2823, -135.0000,Canada
195009,2022,Yukon,Males,Meningococcal infection ,0.0,64.2823, -135.0000,Canada
195013,2022,Yukon,Males,Sepsis ,0.0,64.2823, -135.0000,Canada
195017,2022,Yukon,Males,Syphilis ,0.0,64.2823, -135.0000,Canada
195021,2022,Yukon,Males,Acute poliomyelitis ,0.0,64.2823, -135.0000,Canada
195025,2022,Yukon,Males,Arthropod-borne viral encephalitis ,0.0,64.2823, -135.0000,Canada
195029,2022,Yukon,Males,Measles ,0.0,64.2823, -135.0000,Canada
195033,2022,Yukon,Males,Viral hepatitis ,0.0,64.2823, -135.0000,Canada
195037,2022,Yukon,Males,Human immunodeficiency virus ,0.0,64.2823, -135.0000,Canada
195041,2022,Yukon,Males,Malaria ,0.0,64.2823, -135.0000,Canada
195045,2022,Yukon,Males,Malignant neoplasms ,0.0,64.2823, -135.0000,Canada
195049,2022,Yukon,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",0.0,64.2823, -135.0000,Canada
195053,2022,Yukon,Males,Anaemias ,0.0,64.2823, -135.0000,Canada
195057,2022,Yukon,Males,Diabetes mellitus ,0.0,64.2823, -135.0000,Canada
195061,2022,Yukon,Males,Nutritional deficiencies ,0.0,64.2823, -135.0000,Canada
195065,2022,Yukon,Males,Meningitis ,0.0,64.2823, -135.0000,Canada
195069,2022,Yukon,Males,Parkinson's disease ,0.0,64.2823, -135.0000,Canada
195073,2022,Yukon,Males,Alzheimer's disease ,0.0,64.2823, -135.0000,Canada
195077,2022,Yukon,Males,Diseases of heart ,0.0,64.2823, -135.0000,Canada
195081,2022,Yukon,Males,Essential hypertension and hypertensive renal disease ,0.0,64.2823, -135.0000,Canada
195085,2022,Yukon,Males,Cerebrovascular diseases ,0.0,64.2823, -135.0000,Canada
195089,2022,Yukon,Males,Atherosclerosis ,0.0,64.2823, -135.0000,Canada
195093,2022,Yukon,Males,Aortic aneurysm and dissection ,0.0,64.2823, -135.0000,Canada
195097,2022,Yukon,Males,Influenza and pneumonia ,0.0,64.2823, -135.0000,Canada
195101,2022,Yukon,Males,Acute bronchitis and bronchiolitis ,0.0,64.2823, -135.0000,Canada
195105,2022,Yukon,Males,Chronic lower respiratory diseases ,0.0,64.2823, -135.0000,Canada
195109,2022,Yukon,Males,Pneumoconioses and chemical effects ,0.0,64.2823, -135.0000,Canada
195113,2022,Yukon,Males,Pneumonitis due to solids and liquids ,0.0,64.2823, -135.0000,Canada
195117,2022,Yukon,Males,Peptic ulcer ,0.0,64.2823, -135.0000,Canada
195121,2022,Yukon,Males,Diseases of appendix ,0.0,64.2823, -135.0000,Canada
195125,2022,Yukon,Males,Hernia ,0.0,64.2823, -135.0000,Canada
195129,2022,Yukon,Males,Chronic liver disease and cirrhosis ,0.0,64.2823, -135.0000,Canada
195133,2022,Yukon,Males,Cholelithiasis and other disorders of gallbladder ,0.0,64.2823, -135.0000,Canada
195137,2022,Yukon,Males,"Nephritis, nephrotic syndrome and nephrosis ",0.0,64.2823, -135.0000,Canada
195141,2022,Yukon,Males,Infections of kidney ,0.0,64.2823, -135.0000,Canada
195145,2022,Yukon,Males,Hyperplasia of prostate ,0.0,64.2823, -135.0000,Canada
195149,2022,Yukon,Males,Certain conditions originating in the perinatal period ,0.0,64.2823, -135.0000,Canada
195153,2022,Yukon,Males,"Congenital malformations, deformations and chromosomal abnormalities ",0.0,64.2823, -135.0000,Canada
195157,2022,Yukon,Males,COVID-19 ,0.0,64.2823, -135.0000,Canada
195161,2022,Yukon,Males,Accidents (unintentional injuries) ,0.0,64.2823, -135.0000,Canada
195165,2022,Yukon,Males,Intentional self-harm (suicide) ,0.0,64.2823, -135.0000,Canada
195169,2022,Yukon,Males,Assault (homicide) ,0.0,64.2823, -135.0000,Canada
195173,2022,Yukon,Males,Legal intervention ,0.0,64.2823, -135.0000,Canada
195177,2022,Yukon,Males,Operations of war and their sequelae ,0.0,64.2823, -135.0000,Canada
195181,2022,Yukon,Males,Complications of medical and surgical care ,0.0,64.2823, -135.0000,Canada
195185,2022,Yukon,Males,Other causes of death,0.0,64.2823, -135.0000,Canada
195193,2022,Yukon,Females,Salmonella infections ,0.0,64.2823, -135.0000,Canada
195197,2022,Yukon,Females,Shigellosis and amoebiasis ,0.0,64.2823, -135.0000,Canada
195201,2022,Yukon,Females,Tuberculosis ,0.0,64.2823, -135.0000,Canada
195205,2022,Yukon,Females,Whooping cough ,0.0,64.2823, -135.0000,Canada
195209,2022,Yukon,Females,Scarlet fever and erysipelas ,0.0,64.2823, -135.0000,Canada
195213,2022,Yukon,Females,Meningococcal infection ,0.0,64.2823, -135.0000,Canada
195217,2022,Yukon,Females,Sepsis ,0.0,64.2823, -135.0000,Canada
195221,2022,Yukon,Females,Syphilis ,0.0,64.2823, -135.0000,Canada
195225,2022,Yukon,Females,Acute poliomyelitis ,0.0,64.2823, -135.0000,Canada
195229,2022,Yukon,Females,Arthropod-borne viral encephalitis ,0.0,64.2823, -135.0000,Canada
195233,2022,Yukon,Females,Measles ,0.0,64.2823, -135.0000,Canada
195237,2022,Yukon,Females,Viral hepatitis ,0.0,64.2823, -135.0000,Canada
195241,2022,Yukon,Females,Human immunodeficiency virus ,0.0,64.2823, -135.0000,Canada
195245,2022,Yukon,Females,Malaria ,0.0,64.2823, -135.0000,Canada
195249,2022,Yukon,Females,Malignant neoplasms ,0.0,64.2823, -135.0000,Canada
195253,2022,Yukon,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",0.0,64.2823, -135.0000,Canada
195257,2022,Yukon,Females,Anaemias ,0.0,64.2823, -135.0000,Canada
195261,2022,Yukon,Females,Diabetes mellitus ,0.0,64.2823, -135.0000,Canada
195265,2022,Yukon,Females,Nutritional deficiencies ,0.0,64.2823, -135.0000,Canada
195269,2022,Yukon,Females,Meningitis ,0.0,64.2823, -135.0000,Canada
195273,2022,Yukon,Females,Parkinson's disease ,0.0,64.2823, -135.0000,Canada
195277,2022,Yukon,Females,Alzheimer's disease ,0.0,64.2823, -135.0000,Canada
195281,2022,Yukon,Females,Diseases of heart ,0.0,64.2823, -135.0000,Canada
195285,2022,Yukon,Females,Essential hypertension and hypertensive renal disease ,0.0,64.2823, -135.0000,Canada
195289,2022,Yukon,Females,Cerebrovascular diseases ,0.0,64.2823, -135.0000,Canada
195293,2022,Yukon,Females,Atherosclerosis ,0.0,64.2823, -135.0000,Canada
195297,2022,Yukon,Females,Aortic aneurysm and dissection ,0.0,64.2823, -135.0000,Canada
195301,2022,Yukon,Females,Influenza and pneumonia ,0.0,64.2823, -135.0000,Canada
195305,2022,Yukon,Females,Acute bronchitis and bronchiolitis ,0.0,64.2823, -135.0000,Canada
195309,2022,Yukon,Females,Chronic lower respiratory diseases ,0.0,64.2823, -135.0000,Canada
195313,2022,Yukon,Females,Pneumoconioses and chemical effects ,0.0,64.2823, -135.0000,Canada
195317,2022,Yukon,Females,Pneumonitis due to solids and liquids ,0.0,64.2823, -135.0000,Canada
195321,2022,Yukon,Females,Peptic ulcer ,0.0,64.2823, -135.0000,Canada
195325,2022,Yukon,Females,Diseases of appendix ,0.0,64.2823, -135.0000,Canada
195329,2022,Yukon,Females,Hernia ,0.0,64.2823, -135.0000,Canada
195333,2022,Yukon,Females,Chronic liver disease and cirrhosis ,0.0,64.2823, -135.0000,Canada
195337,2022,Yukon,Females,Cholelithiasis and other disorders of gallbladder ,0.0,64.2823, -135.0000,Canada
195341,2022,Yukon,Females,"Nephritis, nephrotic syndrome and nephrosis ",0.0,64.2823, -135.0000,Canada
195345,2022,Yukon,Females,Infections of kidney ,0.0,64.2823, -135.0000,Canada
195349,2022,Yukon,Females,Inflammatory diseases of female pelvic organs ,0.0,64.2823, -135.0000,Canada
195353,2022,Yukon,Females,"Pregnancy, childbirth and the puerperium ",0.0,64.2823, -135.0000,Canada
195357,2022,Yukon,Females,Certain conditions originating in the perinatal period ,0.0,64.2823, -135.0000,Canada
195361,2022,Yukon,Females,"Congenital malformations, deformations and chromosomal abnormalities ",0.0,64.2823, -135.0000,Canada
195365,2022,Yukon,Females,COVID-19 ,0.0,64.2823, -135.0000,Canada
195369,2022,Yukon,Females,Accidents (unintentional injuries) ,0.0,64.2823, -135.0000,Canada
195373,2022,Yukon,Females,Intentional self-harm (suicide) ,0.0,64.2823, -135.0000,Canada
195377,2022,Yukon,Females,Assault (homicide) ,0.0,64.2823, -135.0000,Canada
195381,2022,Yukon,Females,Legal intervention ,0.0,64.2823, -135.0000,Canada
195385,2022,Yukon,Females,Operations of war and their sequelae ,0.0,64.2823, -135.0000,Canada
195389,2022,Yukon,Females,Complications of medical and surgical care ,0.0,64.2823, -135.0000,Canada
195393,2022,Yukon,Females,Other causes of death,0.0,64.2823, -135.0000,Canada
195613,2022,Northwest Territories,Males,Salmonella infections ,0.0,64.8255, -124.8457,Canada
195617,2022,Northwest Territories,Males,Shigellosis and amoebiasis ,0.0,64.8255, -124.8457,Canada
195621,2022,Northwest Territories,Males,Tuberculosis ,0.0,64.8255, -124.8457,Canada
195625,2022,Northwest Territories,Males,Whooping cough ,0.0,64.8255, -124.8457,Canada
195629,2022,Northwest Territories,Males,Scarlet fever and erysipelas ,0.0,64.8255, -124.8457,Canada
195633,2022,Northwest Territories,Males,Meningococcal infection ,0.0,64.8255, -124.8457,Canada
195637,2022,Northwest Territories,Males,Sepsis ,1.0,64.8255, -124.8457,Canada
195641,2022,Northwest Territories,Males,Syphilis ,0.0,64.8255, -124.8457,Canada
195645,2022,Northwest Territories,Males,Acute poliomyelitis ,0.0,64.8255, -124.8457,Canada
195649,2022,Northwest Territories,Males,Arthropod-borne viral encephalitis ,0.0,64.8255, -124.8457,Canada
195653,2022,Northwest Territories,Males,Measles ,0.0,64.8255, -124.8457,Canada
195657,2022,Northwest Territories,Males,Viral hepatitis ,0.0,64.8255, -124.8457,Canada
195661,2022,Northwest Territories,Males,Human immunodeficiency virus ,0.0,64.8255, -124.8457,Canada
195665,2022,Northwest Territories,Males,Malaria ,0.0,64.8255, -124.8457,Canada
195669,2022,Northwest Territories,Males,Malignant neoplasms ,44.0,64.8255, -124.8457,Canada
195673,2022,Northwest Territories,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",0.0,64.8255, -124.8457,Canada
195677,2022,Northwest Territories,Males,Anaemias ,0.0,64.8255, -124.8457,Canada
195681,2022,Northwest Territories,Males,Diabetes mellitus ,4.0,64.8255, -124.8457,Canada
195685,2022,Northwest Territories,Males,Nutritional deficiencies ,0.0,64.8255, -124.8457,Canada
195689,2022,Northwest Territories,Males,Meningitis ,0.0,64.8255, -124.8457,Canada
195693,2022,Northwest Territories,Males,Parkinson's disease ,1.0,64.8255, -124.8457,Canada
195697,2022,Northwest Territories,Males,Alzheimer's disease ,0.0,64.8255, -124.8457,Canada
195701,2022,Northwest Territories,Males,Diseases of heart ,35.0,64.8255, -124.8457,Canada
195705,2022,Northwest Territories,Males,Essential hypertension and hypertensive renal disease ,1.0,64.8255, -124.8457,Canada
195709,2022,Northwest Territories,Males,Cerebrovascular diseases ,2.0,64.8255, -124.8457,Canada
195713,2022,Northwest Territories,Males,Atherosclerosis ,0.0,64.8255, -124.8457,Canada
195717,2022,Northwest Territories,Males,Aortic aneurysm and dissection ,0.0,64.8255, -124.8457,Canada
195721,2022,Northwest Territories,Males,Influenza and pneumonia ,3.0,64.8255, -124.8457,Canada
195725,2022,Northwest Territories,Males,Acute bronchitis and bronchiolitis ,0.0,64.8255, -124.8457,Canada
195729,2022,Northwest Territories,Males,Chronic lower respiratory diseases ,4.0,64.8255, -124.8457,Canada
195733,2022,Northwest Territories,Males,Pneumoconioses and chemical effects ,0.0,64.8255, -124.8457,Canada
195737,2022,Northwest Territories,Males,Pneumonitis due to solids and liquids ,1.0,64.8255, -124.8457,Canada
195741,2022,Northwest Territories,Males,Peptic ulcer ,0.0,64.8255, -124.8457,Canada
195745,2022,Northwest Territories,Males,Diseases of appendix ,0.0,64.8255, -124.8457,Canada
195749,2022,Northwest Territories,Males,Hernia ,0.0,64.8255, -124.8457,Canada
195753,2022,Northwest Territories,Males,Chronic liver disease and cirrhosis ,1.0,64.8255, -124.8457,Canada
195757,2022,Northwest Territories,Males,Cholelithiasis and other disorders of gallbladder ,0.0,64.8255, -124.8457,Canada
195761,2022,Northwest Territories,Males,"Nephritis, nephrotic syndrome and nephrosis ",3.0,64.8255, -124.8457,Canada
195765,2022,Northwest Territories,Males,Infections of kidney ,0.0,64.8255, -124.8457,Canada
195769,2022,Northwest Territories,Males,Hyperplasia of prostate ,0.0,64.8255, -124.8457,Canada
195773,2022,Northwest Territories,Males,Certain conditions originating in the perinatal period ,0.0,64.8255, -124.8457,Canada
